customer_id,region,total_spent,total_orders,repeat_purchase_flag
CUST02973,West,113274.76,77,No
CUST02974,South,42799.42,18,Yes
CUST02975,South,80630.9,27,No
CUST02976,South,88865.27,35,No
CUST02977,North,141505.56,9,Yes
CUST02978,West,83672.36,35,Yes
CUST02979,South,45008.37,55,No
CUST02980,North,96250.33,65,No
CUST02981,East,26939.98,25,No
CUST02982,South,18427.54,80,No
CUST02983,South,83169.33,67,Yes
CUST02984,East,136265.43,49,Yes
CUST02985,North,136436.04,87,Yes
CUST02986,West,129071.67,97,Yes
CUST02987,East,194418.22,20,Yes
CUST02988,East,63507.85,67,No
CUST02989,South,172834.8,40,Yes
CUST02990,South,164538.49,69,Yes
CUST02991,South,195507.17,79,Yes
CUST02992,East,25255.95,77,Yes
CUST02993,North,72508.46,80,Yes
CUST02994,North,113087.91,54,No
CUST02995,South,33620.13,56,Yes
CUST02996,North,125363.81,74,No
CUST02997,West,56495.51,36,Yes
CUST02998,West,16717.14,38,No
CUST02999,North,106432.0,66,No
CUST03000,North,199948.51,43,Yes
CUST03001,North,175897.35,93,Yes
CUST03002,East,196399.16,93,Yes
CUST03003,West,6205.51,30,Yes
CUST03004,East,187227.31,37,No
CUST03005,North,127772.46,30,Yes
CUST03006,East,8142.66,7,Yes
CUST03007,East,184423.61,41,No
CUST03008,North,142126.96,69,Yes
CUST03009,West,137970.31,8,Yes
CUST03010,East,97079.21,13,No
CUST03011,North,91199.09,54,No
CUST03012,West,28259.46,30,Yes
CUST03013,East,55528.34,2,Yes
CUST03014,South,192262.54,3,Yes
CUST03015,North,91610.42,84,No
CUST03016,South,61395.75,11,Yes
CUST03017,West,184591.91,23,Yes
CUST03018,North,151551.18,2,No
CUST03019,East,8902.53,78,Yes
CUST03020,North,127701.89,35,Yes
CUST03021,West,80906.81,72,Yes
CUST03022,West,123927.66,10,No
CUST03023,South,42033.22,23,No
CUST03024,North,160469.06,29,Yes
CUST03025,South,149283.82,34,No
CUST03026,South,46298.87,72,No
CUST03027,North,12836.55,82,Yes
CUST03028,North,158985.24,89,No
CUST03029,West,20694.76,82,Yes
CUST03030,West,162566.04,27,No
CUST03031,North,195967.13,64,No
CUST03032,West,177684.01,33,Yes
CUST03033,South,141797.04,35,Yes
CUST03034,North,142486.6,83,Yes
CUST03035,South,192093.01,12,No
CUST03036,South,154986.35,51,Yes
CUST03037,North,47662.32,89,Yes
CUST03038,West,172154.63,68,Yes
CUST03039,East,189782.16,21,No
CUST03040,West,3956.37,59,Yes
CUST03041,West,164235.1,84,Yes
CUST03042,West,87682.24,34,No
CUST03043,South,14765.66,63,No
CUST03044,East,50741.84,98,No
CUST03045,South,107042.41,42,Yes
CUST03046,West,63442.65,17,No
CUST03047,North,148021.48,73,No
CUST03048,North,132484.75,97,Yes
CUST03049,East,170225.01,80,No
CUST03050,West,172672.36,80,Yes
CUST03051,South,112640.36,26,Yes
CUST03052,North,181159.04,52,Yes
CUST03053,East,149898.51,63,Yes
CUST03054,North,163429.34,76,Yes
CUST03055,South,10435.71,68,No
CUST03056,North,192497.85,57,Yes
CUST03057,East,148719.74,50,Yes
CUST03058,West,61737.69,43,Yes
CUST03059,North,97062.95,68,Yes
CUST03060,North,146489.49,19,Yes
CUST03061,East,106436.94,18,No
CUST03062,West,136152.51,39,No
CUST03063,East,57376.01,96,Yes
CUST03064,South,53198.68,61,Yes
CUST03065,South,104516.4,76,Yes
CUST03066,East,194210.04,69,No
CUST03067,North,27575.07,59,Yes
CUST03068,North,192799.71,22,Yes
CUST03069,South,175198.88,61,Yes
CUST03070,South,75413.8,5,Yes
CUST03071,North,61441.05,56,No
CUST03072,North,73817.97,59,Yes
CUST03073,East,164936.55,48,Yes
CUST03074,West,141603.41,99,No
CUST03075,South,77606.79,43,No
CUST03076,South,114838.87,19,Yes
CUST03077,North,84705.42,41,No
CUST03078,East,19159.08,54,Yes
CUST03079,North,137422.19,99,No
CUST03080,South,124250.3,28,No
CUST03081,South,97791.93,55,No
CUST03082,South,182035.64,1,Yes
CUST03083,East,146372.42,85,Yes
CUST03084,West,173791.11,64,Yes
CUST03085,North,14729.01,10,Yes
CUST03086,East,30704.33,71,Yes
CUST03087,North,67628.85,10,Yes
CUST03088,North,27901.43,50,Yes
CUST03089,North,42249.22,80,No
CUST03090,North,116897.79,32,Yes
CUST03091,South,14112.54,6,Yes
CUST03092,West,186248.73,37,Yes
CUST03093,West,133150.75,81,Yes
CUST03094,South,12648.78,34,No
CUST03095,North,162354.79,7,No
CUST03096,East,4151.78,12,Yes
CUST03097,East,101803.45,83,Yes
CUST03098,West,59726.66,42,No
CUST03099,South,161056.64,34,Yes
CUST03100,East,179661.37,65,Yes
CUST03101,South,116748.62,59,Yes
CUST03102,West,118277.0,6,Yes
CUST03103,West,63341.93,71,No
CUST03104,North,118494.79,96,Yes
CUST03105,East,140844.92,69,Yes
CUST03106,North,10781.37,99,No
CUST03107,East,135791.03,24,No
CUST03108,East,91199.07,15,No
CUST03109,South,44011.03,3,No
CUST03110,East,159762.67,28,No
CUST03111,South,3123.36,36,Yes
CUST03112,East,172111.04,40,Yes
CUST03113,East,26875.22,8,No
CUST03114,North,18034.31,31,Yes
CUST03115,North,180399.62,31,No
CUST03116,West,3775.85,39,Yes
CUST03117,South,96545.12,71,Yes
CUST03118,South,163282.07,75,Yes
CUST03119,South,118198.27,73,Yes
CUST03120,West,33545.59,56,Yes
CUST03121,West,80219.35,97,Yes
CUST03122,East,45926.85,7,No
CUST03123,South,66546.24,11,Yes
CUST03124,West,180756.92,42,Yes
CUST03125,West,102568.15,74,Yes
CUST03126,North,157122.77,88,Yes
CUST03127,West,154493.31,12,No
CUST03128,East,191270.44,54,Yes
CUST03129,North,165877.52,9,Yes
CUST03130,North,48812.25,5,Yes
CUST03131,West,41026.17,38,No
CUST03132,West,151902.22,67,Yes
CUST03133,North,197198.61,26,Yes
CUST03134,South,121415.22,87,Yes
CUST03135,North,16653.75,58,No
CUST03136,West,99501.58,89,No
CUST03137,South,42008.68,37,Yes
CUST03138,West,165236.37,80,No
CUST03139,North,112165.85,40,Yes
CUST03140,West,149129.27,70,Yes
CUST03141,East,26215.83,42,No
CUST03142,North,93028.91,72,Yes
CUST03143,North,67732.31,85,No
CUST03144,West,164493.96,44,Yes
CUST03145,West,6308.68,90,No
CUST03146,East,150844.25,47,No
CUST03147,South,174525.03,34,Yes
CUST03148,South,166176.5,43,No
CUST03149,East,98451.1,81,Yes
CUST03150,South,64133.79,41,Yes
CUST03151,South,11285.45,89,No
CUST03152,North,168817.29,16,Yes
CUST03153,North,91220.75,85,No
CUST03154,West,130509.74,41,No
CUST03155,East,124050.92,86,Yes
CUST03156,West,95735.7,95,Yes
CUST03157,North,148965.31,99,Yes
CUST03158,West,59458.61,11,Yes
CUST03159,East,115524.7,72,Yes
CUST03160,East,65471.88,88,No
CUST03161,North,170655.21,94,Yes
CUST03162,North,134494.51,92,Yes
CUST03163,West,119414.22,51,No
CUST03164,South,153574.34,24,No
CUST03165,East,143416.87,9,Yes
CUST03166,North,115954.63,40,Yes
CUST03167,South,171816.3,63,Yes
CUST03168,South,64083.19,45,No
CUST03169,West,71916.96,29,Yes
CUST03170,East,1740.21,53,Yes
CUST03171,East,1315.34,59,Yes
CUST03172,East,196149.0,47,No
CUST03173,East,152493.82,90,Yes
CUST03174,North,155306.49,80,No
CUST03175,South,76276.5,84,Yes
CUST03176,East,46384.3,70,Yes
CUST03177,West,62544.35,51,No
CUST03178,East,1314.3,80,Yes
CUST03179,North,40617.38,11,Yes
CUST03180,West,53982.89,32,No
CUST03181,East,50102.74,3,Yes
CUST03182,East,145813.57,84,Yes
CUST03183,South,54741.63,45,No
CUST03184,East,83827.19,61,Yes
CUST03185,North,53004.35,14,No
CUST03186,East,24377.7,80,Yes
CUST03187,West,179398.1,49,No
CUST03188,West,88867.91,73,No
CUST03189,North,148050.22,58,Yes
CUST03190,West,191406.12,8,No
CUST03191,East,137435.01,40,Yes
CUST03192,South,160904.81,59,No
CUST03193,East,21116.63,27,Yes
CUST03194,West,192846.77,55,Yes
CUST03195,East,57105.44,12,Yes
CUST03196,South,181655.36,59,No
CUST03197,South,17954.9,97,No
CUST03198,East,31973.95,29,Yes
CUST03199,North,50338.56,9,Yes
CUST03200,East,63983.85,91,No
CUST03201,North,19205.11,78,No
CUST03202,West,18198.5,61,Yes
CUST03203,East,94261.68,93,No
CUST03204,South,58222.46,34,No
CUST03205,South,111567.81,7,Yes
CUST03206,East,173955.2,51,Yes
CUST03207,East,56846.48,74,No
CUST03208,North,138479.85,6,Yes
CUST03209,South,119640.35,22,No
CUST03210,East,184663.09,51,No
CUST03211,West,142807.68,42,Yes
CUST03212,South,30554.97,57,Yes
CUST03213,East,53437.92,15,No
CUST03214,North,91012.37,62,No
CUST03215,East,132610.72,71,Yes
CUST03216,East,5478.36,73,Yes
CUST03217,South,78943.44,21,Yes
CUST03218,East,182001.53,35,Yes
CUST03219,East,157682.42,57,Yes
CUST03220,West,36151.96,14,No
CUST03221,West,94681.72,76,No
CUST03222,West,163574.58,30,No
CUST03223,North,119371.71,36,Yes
CUST03224,South,160806.06,46,No
CUST03225,South,23988.06,15,No
CUST03226,North,72136.46,49,Yes
CUST03227,West,81718.26,80,Yes
CUST03228,East,119147.45,27,Yes
CUST03229,North,133166.4,52,No
CUST03230,South,131573.07,52,Yes
CUST03231,North,108864.64,42,Yes
CUST03232,South,63601.73,92,Yes
CUST03233,North,78165.1,4,Yes
CUST03234,East,56861.24,21,Yes
CUST03235,North,66431.56,69,Yes
CUST03236,East,43945.05,82,No
CUST03237,South,177118.05,95,Yes
CUST03238,East,94594.49,23,No
CUST03239,South,159710.95,15,No
CUST03240,East,169623.66,3,No
CUST03241,South,120676.01,45,No
CUST03242,South,109025.43,37,Yes
CUST03243,North,73994.37,65,No
CUST03244,West,84254.24,31,No
CUST03245,East,164830.46,72,Yes
CUST03246,West,82196.0,15,Yes
CUST03247,West,98119.61,74,No
CUST03248,South,84208.19,53,Yes
CUST03249,South,114755.69,19,Yes
CUST03250,South,190125.57,12,No
CUST03251,East,102784.73,46,Yes
CUST03252,South,199206.54,92,Yes
CUST03253,North,169835.13,52,No
CUST03254,West,160152.79,89,No
CUST03255,East,57408.77,19,Yes
CUST03256,South,48776.86,93,Yes
CUST03257,East,82440.67,35,No
CUST03258,North,160272.47,10,Yes
CUST03259,North,177534.2,90,No
CUST03260,North,85575.48,4,Yes
CUST03261,South,107702.26,98,Yes
CUST03262,East,185514.09,1,No
CUST03263,South,43533.6,11,No
CUST03264,North,192184.89,44,Yes
CUST03265,North,74921.2,4,Yes
CUST03266,East,41503.57,16,No
CUST03267,South,97541.25,83,Yes
CUST03268,South,8086.82,8,No
CUST03269,North,3602.23,29,Yes
CUST03270,North,51192.4,46,Yes
CUST03271,South,44994.7,47,Yes
CUST03272,East,43621.07,7,Yes
CUST03273,South,100441.43,19,No
CUST03274,South,107211.36,87,Yes
CUST03275,West,161823.25,11,No
CUST03276,West,79537.36,50,Yes
CUST03277,West,63815.07,86,Yes
CUST03278,West,121634.25,97,Yes
CUST03279,North,131998.47,12,Yes
CUST03280,North,59338.03,86,Yes
CUST03281,South,192611.23,72,Yes
CUST03282,East,115106.92,92,Yes
CUST03283,West,125873.72,57,Yes
CUST03284,South,149893.22,77,No
CUST03285,East,101140.62,94,Yes
CUST03286,East,127902.87,60,No
CUST03287,South,166753.4,99,No
CUST03288,South,169199.89,33,Yes
CUST03289,North,52441.61,89,No
CUST03290,West,136862.73,2,Yes
CUST03291,South,78317.7,76,No
CUST03292,East,125054.69,49,Yes
CUST03293,West,71837.71,60,Yes
CUST03294,East,31439.41,74,Yes
CUST03295,West,91379.33,72,Yes
CUST03296,West,96653.35,2,Yes
CUST03297,South,18875.32,85,Yes
CUST03298,East,32903.77,46,Yes
CUST03299,East,11732.58,76,Yes
CUST03300,South,30760.31,67,Yes
CUST03301,East,186381.43,83,Yes
CUST03302,South,40100.05,81,Yes
CUST03303,East,191609.23,74,Yes
CUST03304,East,77625.09,63,Yes
CUST03305,West,98883.32,47,Yes
CUST03306,East,161396.33,31,No
CUST03307,East,33714.14,22,Yes
CUST03308,West,6233.25,85,Yes
CUST03309,East,34860.38,85,No
CUST03310,West,98598.85,86,Yes
CUST03311,North,189598.83,53,Yes
CUST03312,West,23101.6,46,No
CUST03313,West,68455.02,94,No
CUST03314,North,62463.32,29,Yes
CUST03315,East,94879.51,35,Yes
CUST03316,South,23603.88,58,No
CUST03317,North,12499.85,96,Yes
CUST03318,West,65374.06,66,Yes
CUST03319,South,97238.19,58,Yes
CUST03320,West,152959.44,6,Yes
CUST03321,West,198411.18,72,No
CUST03322,South,83554.67,5,Yes
CUST03323,East,31913.32,80,Yes
CUST03324,West,80988.43,27,Yes
CUST03325,North,124437.44,33,No
CUST03326,West,117650.29,36,Yes
CUST03327,North,92460.31,39,Yes
CUST03328,North,198567.99,88,Yes
CUST03329,North,175827.62,74,Yes
CUST03330,North,77698.8,61,Yes
CUST03331,East,53160.48,51,Yes
CUST03332,East,144362.8,62,No
CUST03333,North,133660.58,64,Yes
CUST03334,East,117260.73,30,No
CUST03335,West,71108.17,13,No
CUST03336,North,49143.62,25,Yes
CUST03337,West,26107.75,5,No
CUST03338,East,131782.33,32,Yes
CUST03339,South,184102.65,86,Yes
CUST03340,North,29689.4,88,Yes
CUST03341,North,25744.72,37,Yes
CUST03342,North,115284.41,94,Yes
CUST03343,South,163603.32,46,Yes
CUST03344,West,3538.54,14,No
CUST03345,West,40964.92,28,Yes
CUST03346,East,70697.09,35,No
CUST03347,South,45627.42,5,No
CUST03348,East,112474.21,75,Yes
CUST03349,North,67268.52,95,Yes
CUST03350,West,163665.08,89,Yes
CUST03351,North,64610.76,16,Yes
CUST03352,South,2447.29,6,No
CUST03353,South,62883.63,56,Yes
CUST03354,North,79700.53,91,No
CUST03355,East,99275.56,9,Yes
CUST03356,South,11324.53,33,Yes
CUST03357,East,188728.1,57,Yes
CUST03358,West,68366.8,4,No
CUST03359,North,121737.2,78,Yes
CUST03360,North,126115.56,41,Yes
CUST03361,East,86196.55,55,No
CUST03362,South,174620.1,95,Yes
CUST03363,South,194961.0,12,Yes
CUST03364,East,114599.75,89,Yes
CUST03365,North,123427.76,16,Yes
CUST03366,East,144576.35,87,Yes
CUST03367,East,169633.82,60,Yes
CUST03368,East,84754.57,98,Yes
CUST03369,South,42003.66,50,Yes
CUST03370,West,18513.2,61,No
CUST03371,West,73924.93,79,No
CUST03372,South,23794.51,46,No
CUST03373,South,61387.19,55,Yes
CUST03374,West,165250.22,13,Yes
CUST03375,North,115814.87,80,Yes
CUST03376,West,34855.94,98,Yes
CUST03377,South,68501.48,68,Yes
CUST03378,North,112834.29,64,Yes
CUST03379,East,170781.42,15,Yes
CUST03380,East,90656.77,53,Yes
CUST03381,West,132643.34,85,Yes
CUST03382,East,38169.38,22,Yes
CUST03383,West,24172.66,93,Yes
CUST03384,West,79401.59,93,Yes
CUST03385,West,111310.2,86,No
CUST03386,West,75132.96,45,No
CUST03387,East,130090.31,80,Yes
CUST03388,South,122768.91,12,No
CUST03389,West,75832.32,44,No
CUST03390,West,103003.94,35,Yes
CUST03391,South,41539.76,4,Yes
CUST03392,East,59917.04,76,No
CUST03393,South,158363.84,40,Yes
CUST03394,West,186456.88,37,Yes
CUST03395,South,50908.87,79,Yes
CUST03396,West,68774.61,20,Yes
CUST03397,East,24552.47,33,Yes
CUST03398,West,74024.61,57,No
CUST03399,North,182977.07,27,No
CUST03400,North,123746.56,94,Yes
CUST03401,East,132129.62,51,No
CUST03402,West,23458.77,68,Yes
CUST03403,South,104010.15,57,Yes
CUST03404,South,161785.17,62,No
CUST03405,South,85685.62,50,Yes
CUST03406,South,49602.51,19,No
CUST03407,North,91399.87,50,Yes
CUST03408,West,169377.72,13,Yes
CUST03409,South,196944.23,30,Yes
CUST03410,West,195238.05,66,Yes
CUST03411,East,133095.88,54,Yes
CUST03412,South,114692.68,26,Yes
CUST03413,West,164002.36,55,Yes
CUST03414,East,168113.18,40,Yes
CUST03415,East,190168.2,18,No
CUST03416,West,142514.77,46,Yes
CUST03417,North,184577.28,53,No
CUST03418,West,148624.71,80,Yes
CUST03419,West,93402.02,66,Yes
CUST03420,East,186142.96,9,No
CUST03421,West,53980.47,29,Yes
CUST03422,East,103912.92,64,No
CUST03423,South,143971.01,12,No
CUST03424,West,144799.73,13,Yes
CUST03425,West,94499.24,99,No
CUST03426,North,66541.35,5,Yes
CUST03427,West,170949.25,60,Yes
CUST03428,West,122819.57,18,Yes
CUST03429,East,120680.73,85,No
CUST03430,East,58498.47,23,Yes
CUST03431,North,154542.72,70,No
CUST03432,West,65538.42,42,Yes
CUST03433,South,70833.5,24,Yes
CUST03434,East,162434.88,69,Yes
CUST03435,North,53856.28,50,Yes
CUST03436,West,108465.81,67,Yes
CUST03437,South,125153.9,88,Yes
CUST03438,West,197212.32,8,Yes
CUST03439,East,50865.73,94,Yes
CUST03440,South,176169.35,32,Yes
CUST03441,West,192390.73,10,Yes
CUST03442,South,138163.07,55,No
CUST03443,North,49678.64,5,No
CUST03444,East,136170.15,10,No
CUST03445,South,110892.23,26,Yes
CUST03446,North,158866.32,27,Yes
CUST03447,West,81577.25,69,Yes
CUST03448,South,34883.56,3,Yes
CUST03449,South,102124.59,2,Yes
CUST03450,South,109150.5,34,Yes
CUST03451,South,99719.02,45,Yes
CUST03452,West,131566.12,47,Yes
CUST03453,South,132238.52,37,Yes
CUST03454,South,22537.1,78,No
CUST03455,East,74343.93,60,Yes
CUST03456,West,56122.57,72,Yes
CUST03457,East,57839.69,7,Yes
CUST03458,South,7028.35,62,Yes
CUST03459,West,55509.06,3,Yes
CUST03460,South,118472.32,48,Yes
CUST03461,West,2148.36,65,Yes
CUST03462,North,34292.97,26,No
CUST03463,West,140717.34,62,No
CUST03464,East,46150.3,41,No
CUST03465,East,163027.54,47,Yes
CUST03466,North,111364.78,10,No
CUST03467,South,167606.61,27,No
CUST03468,East,108016.73,48,No
CUST03469,East,114541.72,95,No
CUST03470,East,26085.03,78,No
CUST03471,North,16140.86,67,No
CUST03472,West,158589.4,76,Yes
CUST03473,South,111418.52,33,Yes
CUST03474,West,81071.74,32,Yes
CUST03475,West,64312.28,35,No
CUST03476,East,169464.31,44,Yes
CUST03477,West,118264.2,33,Yes
CUST03478,West,164724.56,19,Yes
CUST03479,West,104644.92,12,Yes
CUST03480,North,24947.75,3,Yes
CUST03481,West,185658.91,48,Yes
CUST03482,West,159705.96,40,Yes
CUST03483,East,21005.54,27,No
CUST03484,West,67612.33,13,No
CUST03485,North,103186.09,28,Yes
CUST03486,North,183062.34,60,Yes
CUST03487,West,54451.23,14,Yes
CUST03488,East,9424.56,23,Yes
CUST03489,North,61526.9,47,No
CUST03490,East,151723.04,38,Yes
CUST03491,West,155196.82,87,No
CUST03492,East,87496.81,10,Yes
CUST03493,South,162333.41,83,Yes
CUST03494,West,56746.69,64,Yes
CUST03495,North,44704.19,72,Yes
CUST03496,East,133077.19,55,Yes
CUST03497,East,162292.78,4,Yes
CUST03498,South,108696.42,36,Yes
CUST03499,North,84175.94,38,No
CUST03500,East,163348.28,48,No
CUST03501,South,146727.85,78,Yes
CUST03502,West,94004.1,13,Yes
CUST03503,East,108126.95,21,Yes
CUST03504,North,134029.24,69,No
CUST03505,West,160481.95,48,Yes
CUST03506,West,6250.34,33,Yes
CUST03507,West,169460.36,72,Yes
CUST03508,North,36720.55,26,Yes
CUST03509,South,176253.02,7,Yes
CUST03510,East,53708.39,38,No
CUST03511,South,111446.13,42,Yes
CUST03512,East,20886.44,56,No
CUST03513,South,189559.24,45,No
CUST03514,East,42722.52,86,Yes
CUST03515,East,197847.93,3,Yes
CUST03516,East,188517.89,70,No
CUST03517,West,36471.78,38,No
CUST03518,South,139439.85,33,Yes
CUST03519,South,143578.78,57,Yes
CUST03520,South,144697.39,60,No
CUST03521,West,62809.59,43,No
CUST03522,West,108759.75,89,Yes
CUST03523,East,77198.96,48,No
CUST03524,North,150728.09,1,Yes
CUST03525,West,79850.87,51,Yes
CUST03526,North,70199.83,55,Yes
CUST03527,West,16570.18,58,Yes
CUST03528,North,117593.62,22,No
CUST03529,West,137666.79,27,Yes
CUST03530,South,109789.22,85,Yes
CUST03531,West,57685.68,83,No
CUST03532,East,161997.51,53,No
CUST03533,North,116691.94,48,Yes
CUST03534,West,172712.98,77,No
CUST03535,West,99112.79,12,No
CUST03536,South,82480.14,82,Yes
CUST03537,East,6865.79,27,No
CUST03538,West,143300.2,71,Yes
CUST03539,North,175443.03,72,No
CUST03540,East,133295.21,71,Yes
CUST03541,North,116427.66,95,Yes
CUST03542,North,145668.99,86,Yes
CUST03543,South,153084.6,54,Yes
CUST03544,North,98178.65,48,Yes
CUST03545,East,36890.84,3,Yes
CUST03546,South,60882.9,10,Yes
CUST03547,North,20105.38,21,Yes
CUST03548,North,119729.48,76,Yes
CUST03549,South,134523.97,49,Yes
CUST03550,East,94092.68,93,Yes
CUST03551,East,154256.13,94,Yes
CUST03552,West,103974.74,5,Yes
CUST03553,West,123602.37,32,Yes
CUST03554,West,189866.84,85,No
CUST03555,South,125101.94,58,Yes
CUST03556,West,55392.45,60,Yes
CUST03557,West,140527.09,75,No
CUST03558,North,53350.87,86,No
CUST03559,East,46735.38,54,No
CUST03560,West,35065.76,34,No
CUST03561,East,14832.25,84,Yes
CUST03562,East,120662.05,32,No
CUST03563,West,65315.62,52,No
CUST03564,West,177624.93,86,Yes
CUST03565,West,38597.03,60,Yes
CUST03566,North,134967.64,31,No
CUST03567,West,132966.42,31,Yes
CUST03568,West,132696.35,36,No
CUST03569,South,97916.19,4,Yes
CUST03570,West,143397.0,45,No
CUST03571,South,102921.82,23,Yes
CUST03572,East,145293.53,48,No
CUST03573,West,42190.27,80,Yes
CUST03574,East,79874.88,65,Yes
CUST03575,South,22085.23,47,No
CUST03576,South,32879.09,73,No
CUST03577,South,179950.81,87,Yes
CUST03578,West,1537.54,16,Yes
CUST03579,West,127895.15,20,Yes
CUST03580,East,70347.12,6,No
CUST03581,South,114797.82,49,Yes
CUST03582,North,86110.67,39,Yes
CUST03583,East,123506.78,82,No
CUST03584,East,196102.46,81,Yes
CUST03585,West,93271.49,7,Yes
CUST03586,South,8842.5,67,Yes
CUST03587,West,109361.73,77,Yes
CUST03588,North,61639.84,81,Yes
CUST03589,West,38614.44,10,Yes
CUST03590,East,55941.13,62,Yes
CUST03591,North,98638.85,47,No
CUST03592,West,134677.22,53,Yes
CUST03593,West,93437.94,44,Yes
CUST03594,West,197786.27,57,No
CUST03595,West,192824.8,52,Yes
CUST03596,South,169097.12,48,Yes
CUST03597,West,121219.01,78,No
CUST03598,South,7724.04,67,Yes
CUST03599,North,42866.92,71,Yes
CUST03600,East,94343.01,82,Yes
CUST03601,North,79403.51,86,Yes
CUST03602,East,165553.81,19,Yes
CUST03603,South,189306.63,18,Yes
CUST03604,East,186576.08,5,No
CUST03605,West,22277.05,94,Yes
CUST03606,North,157472.29,58,No
CUST03607,North,15382.07,31,Yes
CUST03608,North,132585.44,91,Yes
CUST03609,South,124545.69,90,No
CUST03610,East,98427.93,15,Yes
CUST03611,South,21376.5,2,Yes
CUST03612,South,137787.1,22,No
CUST03613,South,32383.02,30,Yes
CUST03614,West,45003.53,85,Yes
CUST03615,East,68106.76,43,Yes
CUST03616,West,188813.99,60,Yes
CUST03617,South,81906.99,22,No
CUST03618,East,132300.74,66,Yes
CUST03619,South,148059.42,81,No
CUST03620,East,31505.94,30,Yes
CUST03621,West,69279.99,13,No
CUST03622,East,104479.63,24,Yes
CUST03623,West,9737.02,61,Yes
CUST03624,West,165737.89,4,Yes
CUST03625,North,41868.27,8,No
CUST03626,North,50007.88,28,Yes
CUST03627,South,194412.99,34,No
CUST03628,North,137891.83,38,Yes
CUST03629,North,184365.29,21,Yes
CUST03630,West,94713.24,13,Yes
CUST03631,West,112965.56,19,Yes
CUST03632,East,174568.7,68,Yes
CUST03633,West,32489.91,66,Yes
CUST03634,South,133296.74,87,Yes
CUST03635,South,160361.09,38,Yes
CUST03636,West,88117.68,50,No
CUST03637,East,39438.39,40,Yes
CUST03638,East,27300.19,6,Yes
CUST03639,West,83853.55,35,Yes
CUST03640,East,118377.04,53,Yes
CUST03641,South,102748.31,76,Yes
CUST03642,North,45752.47,24,Yes
CUST03643,South,189044.54,39,Yes
CUST03644,North,163634.59,21,Yes
CUST03645,North,174208.79,3,Yes
CUST03646,East,61783.4,78,Yes
CUST03647,South,82986.8,33,No
CUST03648,South,156747.66,83,Yes
CUST03649,North,137455.74,26,Yes
CUST03650,East,85574.05,2,No
CUST03651,East,14681.44,71,Yes
CUST03652,North,65815.76,13,Yes
CUST03653,West,63292.05,20,Yes
CUST03654,West,192507.68,90,Yes
CUST03655,North,60310.46,3,Yes
CUST03656,South,55683.26,35,Yes
CUST03657,West,79277.21,50,No
CUST03658,North,42176.32,51,Yes
CUST03659,South,148957.0,1,No
CUST03660,South,156365.81,52,No
CUST03661,East,182412.02,14,Yes
CUST03662,East,1523.8,10,Yes
CUST03663,South,29039.88,86,No
CUST03664,North,52293.29,58,Yes
CUST03665,West,100271.35,85,No
CUST03666,South,15642.68,25,No
CUST03667,East,154247.72,29,Yes
CUST03668,East,156034.44,72,Yes
CUST03669,West,193269.43,88,Yes
CUST03670,North,115480.64,16,Yes
CUST03671,South,28537.33,3,No
CUST03672,East,63401.45,6,Yes
CUST03673,North,145590.57,43,Yes
CUST03674,West,63043.75,72,Yes
CUST03675,North,92034.87,95,No
CUST03676,West,53808.58,42,Yes
CUST03677,North,134393.61,77,No
CUST03678,East,168441.87,4,Yes
CUST03679,South,156135.71,67,Yes
CUST03680,West,54628.52,74,Yes
CUST03681,West,14908.47,9,Yes
CUST03682,West,185127.66,9,No
CUST03683,West,189547.97,66,Yes
CUST03684,North,164278.79,96,No
CUST03685,North,197219.56,99,Yes
CUST03686,East,164704.62,34,Yes
CUST03687,East,84854.01,19,Yes
CUST03688,North,103366.37,14,No
CUST03689,East,80422.75,81,No
CUST03690,East,9208.81,20,No
CUST03691,East,108929.43,20,No
CUST03692,West,129775.14,72,Yes
CUST03693,South,4982.33,9,No
CUST03694,East,117330.72,32,Yes
CUST03695,North,103292.13,38,No
CUST03696,South,186873.26,5,Yes
CUST03697,North,186139.88,78,No
CUST03698,North,194325.36,78,Yes
CUST03699,West,86408.93,99,No
CUST03700,North,125417.1,68,Yes
CUST03701,East,52650.9,14,Yes
CUST03702,West,17557.16,37,No
CUST03703,East,119610.0,67,Yes
CUST03704,South,55662.81,79,Yes
CUST03705,South,150503.35,16,No
CUST03706,North,196017.24,51,Yes
CUST03707,West,107788.03,16,Yes
CUST03708,North,3412.83,79,No
CUST03709,East,33350.85,22,Yes
CUST03710,West,3975.04,65,No
CUST03711,North,72343.02,64,No
CUST03712,East,171938.29,58,Yes
CUST03713,South,164846.15,63,Yes
CUST03714,East,81955.05,81,Yes
CUST03715,West,124971.6,57,Yes
CUST03716,North,129544.35,86,Yes
CUST03717,North,147444.5,46,No
CUST03718,West,96795.16,14,Yes
CUST03719,West,67858.09,70,Yes
CUST03720,East,73932.22,6,No
CUST03721,East,138901.39,37,Yes
CUST03722,West,40299.77,77,Yes
CUST03723,North,153921.13,58,Yes
CUST03724,West,53409.36,32,Yes
CUST03725,East,53063.34,87,Yes
CUST03726,South,75076.81,33,No
CUST03727,North,115340.33,34,Yes
CUST03728,West,192913.46,48,Yes
CUST03729,West,135004.9,90,Yes
CUST03730,North,36897.11,48,Yes
CUST03731,East,143692.54,78,No
CUST03732,North,160547.74,82,No
CUST03733,South,20948.03,58,Yes
CUST03734,South,44828.53,77,No
