order_id,order_date,delivery_date,customer_id,seller_id,region,product_category,payment_method,order_value,discount_percent,final_price,quantity,delivery_status,refund_flag,delivery_time_days,customer_rating,satisfaction_score,logistics_partner,delay_reason,repeat_purchase_flag
ORD009574,2024-12-31,2025-01-05,CUST01621,SELL0273,West,Fashion,UPI,17265.1,46.57,9224.74,3,Delivered,No,5,4.8,29.3,BlueDart,High Demand,No
ORD009575,2025-08-09,2025-08-12,CUST01600,SELL0425,West,Home,Wallet,7183.16,10.6,6421.75,1,Delivered,No,3,1.6,32.2,Ecom Express,Incorrect Address,Yes
ORD009576,2024-10-22,2024-10-23,CUST02171,SELL0439,West,Sports,Debit Card,7504.27,7.35,6952.71,3,Cancelled,No,1,4.6,74.7,Delhivery,Incorrect Address,Yes
ORD009577,2024-12-27,2025-01-08,CUST00017,SELL0239,East,Toys,Debit Card,10346.92,6.97,9625.74,4,Pending,No,12,4.2,9.0,Delhivery,Weather,Yes
ORD009578,2024-09-01,2024-09-06,CUST01847,SELL0254,South,Sports,UPI,3224.53,16.49,2692.81,4,Delivered,No,5,4.6,52.2,BlueDart,Incorrect Address,No
ORD009579,2025-08-03,2025-08-08,CUST00526,SELL0426,South,Groceries,COD,6105.12,24.93,4583.11,4,Returned,No,5,2.5,44.3,Ecom Express,None,Yes
ORD009580,2024-10-06,2024-10-07,CUST00447,SELL0023,West,Home,Wallet,17556.68,49.41,8881.92,1,Delivered,No,1,4.2,82.0,Shopee Express,Incorrect Address,Yes
ORD009581,2025-05-06,2025-05-10,CUST03936,SELL0037,North,Groceries,Debit Card,10873.97,19.67,8735.06,1,Delivered,No,4,3.8,37.8,,Incorrect Address,No
ORD009582,2024-11-22,2024-12-02,CUST04640,SELL0132,East,Sports,Debit Card,13695.17,19.18,11068.44,3,Cancelled,No,10,3.7,27.3,XpressBees,None,Yes
ORD009583,2025-02-18,2025-02-21,CUST01172,SELL0450,South,Groceries,COD,9474.11,23.65,7233.48,1,Returned,No,3,2.3,29.9,Delhivery,Incorrect Address,Yes
ORD009584,2025-02-17,2025-02-18,CUST00496,SELL0411,North,Groceries,UPI,17890.25,18.08,14655.69,3,Delivered,No,1,4.9,54.9,Ecom Express,Logistics Issue,No
ORD009585,2024-09-19,2024-09-28,CUST05806,SELL0330,North,Beauty,UPI,3928.38,12.47,3438.51,4,Delivered,No,9,4.5,93.1,Delhivery,Logistics Issue,No
ORD009586,2025-07-24,2025-08-06,CUST01350,SELL0271,West,Fashion,UPI,18448.17,34.35,12111.22,4,Pending,Yes,13,4.6,57.5,Delhivery,Incorrect Address,No
ORD009587,2025-01-12,2025-01-24,CUST02668,SELL0077,West,Beauty,Credit Card,16979.69,44.77,9377.88,1,Delivered,No,12,4.0,66.0,BlueDart,High Demand,No
ORD009588,2025-01-17,2025-01-27,CUST00422,SELL0418,East,Toys,Wallet,8523.33,48.88,4357.13,2,Delivered,No,10,4.6,7.5,Shopee Express,High Demand,No
ORD009589,2025-01-29,2025-02-01,CUST00748,SELL0346,North,Fashion,UPI,19412.52,16.93,16125.98,1,Shipped,No,3,3.0,56.5,Shopee Express,Logistics Issue,Yes
ORD009590,2024-09-21,2024-09-27,CUST00629,SELL0455,East,Sports,COD,6870.25,4.19,6582.39,2,Cancelled,No,6,1.9,39.1,Ecom Express,Logistics Issue,Yes
ORD009591,2024-09-15,2024-09-16,CUST04942,SELL0251,North,Groceries,Debit Card,8371.18,33.16,5595.3,1,Delivered,No,1,1.1,47.2,XpressBees,None,No
ORD009592,2025-04-16,2025-04-17,CUST02202,SELL0246,South,Beauty,Wallet,15286.05,38.44,9410.09,2,Delivered,No,1,4.2,91.3,BlueDart,None,No
ORD009593,2025-09-10,2025-09-11,CUST05048,SELL0318,South,Electronics,Wallet,6604.11,40.08,3957.18,2,Returned,No,1,1.8,89.7,BlueDart,None,Yes
ORD009594,2025-05-14,2025-05-25,CUST02354,SELL0401,South,Groceries,UPI,19256.97,11.68,17007.76,1,Cancelled,No,11,2.1,84.3,Ecom Express,Weather,Yes
ORD009595,2024-09-25,2024-09-26,CUST02371,SELL0477,South,Toys,Credit Card,2812.56,20.05,2248.64,4,Delivered,Yes,1,2.9,39.5,Delhivery,High Demand,No
ORD009596,2025-02-22,2025-02-27,CUST00440,SELL0140,East,Sports,COD,10489.58,16.65,8743.06,3,Shipped,No,5,4.5,71.4,BlueDart,None,Yes
ORD009597,2025-08-04,2025-08-06,CUST05207,SELL0350,South,Electronics,Wallet,11049.53,24.04,8393.22,1,Delivered,No,2,1.2,65.3,BlueDart,Weather,No
ORD009598,2025-08-10,2025-08-14,CUST02423,SELL0330,North,Home,Debit Card,12652.28,9.92,11397.17,2,Delivered,No,4,1.2,34.1,Delhivery,Logistics Issue,No
ORD009599,2024-08-14,2024-08-19,CUST00271,SELL0297,West,Fashion,Debit Card,5571.81,46.18,2998.75,1,Delivered,Yes,5,1.1,15.1,Shopee Express,None,No
ORD009600,2025-09-27,2025-10-08,CUST02320,SELL0165,West,Sports,Debit Card,13937.75,23.66,10640.08,4,Shipped,No,11,4.1,72.6,BlueDart,Logistics Issue,Yes
ORD009601,2025-07-11,2025-07-12,CUST05171,SELL0249,West,Groceries,UPI,3120.52,20.87,2469.27,4,Delivered,No,1,1.4,10.9,BlueDart,High Demand,No
ORD009602,2024-09-02,2024-09-07,CUST01899,SELL0089,North,Toys,COD,5371.53,37.46,3359.35,4,Delivered,No,5,2.3,94.5,Ecom Express,Weather,No
ORD009603,2025-08-08,2025-08-15,CUST05617,SELL0202,North,Toys,Debit Card,16048.71,5.78,15121.09,1,Delivered,Yes,7,4.4,94.3,XpressBees,Logistics Issue,Yes
ORD009604,2025-06-18,2025-06-21,CUST02989,SELL0204,West,Sports,Wallet,1950.39,42.93,1113.09,1,Delivered,Yes,3,3.6,33.3,Ecom Express,Incorrect Address,Yes
ORD009605,2025-09-03,2025-09-16,CUST04607,SELL0124,South,Electronics,Credit Card,3459.76,17.42,2857.07,4,Delivered,No,13,1.7,67.2,Delhivery,None,Yes
ORD009606,2025-05-30,2025-06-01,CUST05897,SELL0049,North,Home,Debit Card,5285.76,41.91,3070.5,3,Delivered,No,2,1.2,49.5,BlueDart,Logistics Issue,No
ORD009607,2025-01-13,2025-01-17,CUST00562,SELL0236,West,Beauty,Debit Card,14162.3,39.51,8566.78,1,Delivered,No,4,2.9,5.1,Delhivery,Logistics Issue,Yes
ORD009608,2025-05-18,2025-05-24,CUST04834,SELL0309,North,Fashion,Credit Card,10322.45,21.5,8103.12,3,Delivered,No,6,3.3,76.9,Ecom Express,Incorrect Address,Yes
ORD009609,2025-08-24,2025-08-26,CUST04012,SELL0388,North,Beauty,Debit Card,13493.12,8.7,12319.22,2,Delivered,No,2,1.7,20.9,Shopee Express,Logistics Issue,Yes
ORD009610,2025-08-02,2025-08-05,CUST04826,SELL0497,North,Home,UPI,19030.01,47.21,10045.94,4,Delivered,No,3,1.9,24.6,Ecom Express,Weather,Yes
ORD009611,2024-12-31,2025-01-05,CUST01318,SELL0485,South,Beauty,UPI,5926.55,29.06,4204.29,4,Delivered,No,5,4.7,80.0,Delhivery,None,Yes
ORD009612,2025-08-05,2025-08-08,CUST00258,SELL0259,South,Fashion,UPI,17004.67,8.76,15515.06,2,Cancelled,No,3,3.3,92.6,Ecom Express,None,No
ORD009613,2024-08-29,2024-09-12,CUST01805,SELL0345,West,Groceries,Wallet,8192.56,35.41,5291.57,2,Returned,No,14,4.5,87.1,Delhivery,Incorrect Address,Yes
ORD009614,2024-10-21,2024-10-22,CUST04528,SELL0186,South,Sports,Credit Card,18377.32,39.5,11118.28,4,Delivered,No,1,3.9,18.2,XpressBees,Incorrect Address,No
ORD009615,2025-03-05,2025-03-08,CUST01648,SELL0333,West,Sports,Debit Card,1798.88,35.73,1156.14,1,Delivered,No,3,1.2,22.4,XpressBees,Logistics Issue,Yes
ORD009616,2025-09-05,2025-09-08,CUST02595,SELL0183,North,Toys,Wallet,1506.44,48.99,768.44,4,Delivered,Yes,3,2.4,4.1,Delhivery,None,No
ORD009617,2024-12-28,2024-12-29,CUST03469,SELL0129,West,Sports,UPI,3085.54,2.88,2996.68,2,Delivered,No,1,1.7,78.5,Ecom Express,Weather,No
ORD009618,2025-02-15,2025-02-27,CUST03222,SELL0181,North,Sports,Debit Card,14133.35,6.73,13182.18,1,Delivered,No,12,3.2,8.4,XpressBees,Incorrect Address,No
ORD009619,2025-04-02,2025-04-05,CUST04216,SELL0304,North,Sports,COD,11407.0,17.49,9411.92,1,Delivered,No,3,3.4,92.7,BlueDart,Logistics Issue,Yes
ORD009620,2025-07-06,2025-07-15,CUST04872,SELL0262,North,Sports,UPI,13264.06,28.78,9446.66,2,Delivered,No,9,2.6,48.4,BlueDart,Incorrect Address,Yes
ORD009621,2024-12-13,2024-12-22,CUST05097,SELL0317,West,Toys,Wallet,17808.63,6.98,16565.59,2,Returned,No,9,4.9,80.5,Shopee Express,Weather,Yes
ORD009622,2024-09-27,2024-10-01,CUST03565,SELL0111,South,Beauty,Debit Card,11397.26,7.97,10488.9,4,Pending,No,4,3.4,44.6,Delhivery,Logistics Issue,No
ORD009623,2025-05-28,2025-06-02,CUST00893,SELL0230,West,Groceries,Wallet,7420.28,46.14,3996.56,2,Delivered,No,5,2.1,63.0,BlueDart,Incorrect Address,No
ORD009624,2024-08-19,2024-08-20,CUST01966,SELL0150,South,Home,Credit Card,6939.29,1.95,6803.97,1,Cancelled,No,1,3.8,64.2,Delhivery,None,Yes
ORD009625,2024-12-17,2024-12-21,CUST05882,SELL0346,East,Electronics,Debit Card,18178.49,11.05,16169.77,3,Delivered,No,4,4.8,89.7,Delhivery,Logistics Issue,No
ORD009626,2025-08-21,2025-09-02,CUST02852,SELL0021,East,Groceries,Wallet,14437.64,24.33,10924.96,4,Pending,No,12,2.2,85.6,BlueDart,Weather,No
ORD009627,2024-10-31,2024-11-07,CUST05366,SELL0092,South,Fashion,UPI,500000.0,6.21,240.82,2,Delivered,No,7,3.2,4.5,Delhivery,Logistics Issue,Yes
ORD009628,2025-04-06,2025-04-07,CUST05185,SELL0012,East,Electronics,Debit Card,11069.48,2.33,10811.56,1,Delivered,No,1,4.6,47.3,,Incorrect Address,Yes
ORD009629,2025-05-19,2025-05-30,CUST04383,SELL0427,East,Groceries,UPI,5174.77,22.68,4001.13,3,Delivered,No,11,4.3,77.9,,High Demand,Yes
ORD009630,2025-09-04,2025-09-11,CUST00666,SELL0220,West,Sports,Debit Card,4743.56,33.12,3172.49,3,Pending,No,7,1.2,46.0,Shopee Express,Incorrect Address,No
ORD009631,2025-07-28,2025-07-29,CUST03333,SELL0301,East,Toys,Debit Card,11139.76,6.49,10416.79,1,Delivered,No,1,1.3,89.5,Delhivery,None,Yes
ORD009632,2024-09-07,2024-09-11,CUST01521,SELL0429,East,Toys,Credit Card,6103.58,8.92,5559.14,3,Delivered,No,4,4.1,14.5,BlueDart,Incorrect Address,No
ORD009633,2025-04-14,2025-04-26,CUST02011,SELL0038,East,Fashion,Wallet,8786.31,37.69,5474.75,1,Cancelled,No,12,1.4,48.5,Delhivery,Incorrect Address,Yes
ORD009634,2025-05-19,2025-05-30,CUST00344,SELL0068,North,Toys,COD,15708.31,49.79,7887.14,2,Delivered,No,11,4.0,77.8,Shopee Express,High Demand,No
ORD009635,2025-01-01,2025-01-14,CUST03285,SELL0219,South,Home,UPI,1354.74,36.33,862.56,2,Cancelled,No,13,4.2,96.0,XpressBees,Logistics Issue,No
ORD009636,2024-08-27,2024-09-01,CUST03192,SELL0071,South,Groceries,UPI,16369.39,33.99,10805.43,2,Returned,No,5,2.8,71.2,BlueDart,Logistics Issue,Yes
ORD009637,2025-02-23,2025-02-27,CUST02377,SELL0254,North,Toys,Credit Card,10628.68,6.21,9968.64,1,Cancelled,No,4,3.2,16.3,Delhivery,None,Yes
ORD009638,2025-04-27,2025-05-03,CUST01986,SELL0420,East,Groceries,COD,16251.76,38.12,10056.59,1,Cancelled,No,6,3.2,55.1,XpressBees,Logistics Issue,Yes
ORD009639,2025-06-03,2025-06-17,CUST05841,SELL0094,West,Fashion,Debit Card,11929.93,26.78,8735.09,3,Delivered,No,14,2.5,54.8,XpressBees,Weather,Yes
ORD009640,2024-11-09,2024-11-10,CUST02352,SELL0017,West,Home,COD,13973.53,44.08,7814.0,3,Returned,No,1,2.4,57.6,Shopee Express,None,No
ORD009641,2024-10-03,2024-10-09,CUST02595,SELL0077,West,Sports,Credit Card,14750.36,39.82,8876.77,1,Returned,No,6,5.0,14.8,Shopee Express,Incorrect Address,No
ORD009642,2025-08-30,2025-09-04,CUST02501,SELL0019,North,Toys,Debit Card,6494.04,21.76,5080.94,3,Delivered,No,5,4.0,3.3,XpressBees,High Demand,Yes
ORD009643,2024-09-17,2024-09-28,CUST03778,SELL0249,South,Home,Credit Card,8644.56,27.06,6305.34,3,Returned,Yes,11,3.6,46.4,Shopee Express,Weather,Yes
ORD009644,2025-07-14,2025-07-19,CUST00246,SELL0442,West,Toys,Wallet,19383.84,19.01,15698.97,3,Delivered,No,5,3.7,21.6,Shopee Express,Weather,Yes
ORD009645,2025-07-02,2025-07-12,CUST03646,SELL0165,South,Electronics,Wallet,17638.31,37.99,10937.52,1,Cancelled,No,10,3.2,65.8,Ecom Express,High Demand,No
ORD009646,2024-08-05,2024-08-18,CUST01375,SELL0281,North,Toys,COD,15586.5,41.32,9146.16,2,Delivered,No,13,1.7,88.8,Shopee Express,High Demand,No
ORD009647,2024-09-22,2024-09-27,CUST01321,SELL0062,North,Home,Wallet,2884.0,43.67,1624.56,2,Delivered,No,5,2.1,64.5,Delhivery,Logistics Issue,Yes
ORD009648,2025-01-03,2025-01-07,CUST01930,SELL0096,West,Toys,Wallet,3333.37,19.62,2679.36,4,Delivered,Yes,4,2.7,47.4,BlueDart,High Demand,Yes
ORD009649,2024-08-26,2024-08-27,CUST00014,SELL0128,East,Beauty,Credit Card,14997.85,10.51,13421.58,4,Delivered,No,1,1.1,96.9,XpressBees,High Demand,No
ORD009650,2025-05-08,2025-05-10,CUST01303,SELL0494,East,Groceries,Wallet,10759.91,18.0,8823.13,2,Delivered,No,2,3.2,41.7,XpressBees,Weather,Yes
ORD009651,2025-01-27,2025-02-06,CUST01153,SELL0040,South,Fashion,Debit Card,14668.32,27.88,10578.79,3,Delivered,No,10,1.9,65.9,Shopee Express,Weather,No
ORD009652,2025-07-04,2025-07-06,CUST02787,SELL0475,North,Groceries,UPI,6005.39,32.51,4053.04,4,Shipped,No,2,2.1,70.7,Shopee Express,High Demand,No
ORD009653,2025-09-25,2025-10-09,CUST00014,SELL0044,Weast,Toys,Credit Card,7659.98,21.46,6016.15,3,Delivered,No,14,2.4,14.1,XpressBees,Weather,No
ORD009654,2024-12-11,2024-12-21,CUST05395,SELL0156,West,Electronics,UPI,10356.58,49.47,5233.18,2,Delivered,No,10,3.3,16.3,Ecom Express,High Demand,Yes
ORD009655,2024-11-06,2024-11-17,CUST05275,SELL0388,South,Toys,Wallet,8290.46,36.95,5227.14,3,Pending,No,11,1.7,97.8,Ecom Express,High Demand,Yes
ORD009656,2024-12-18,2024-12-31,CUST03558,SELL0370,South,Electronics,COD,15228.47,13.37,13192.42,4,Returned,No,13,4.0,48.0,Ecom Express,High Demand,Yes
ORD009657,2025-06-20,2025-06-28,CUST00390,SELL0113,East,Sports,UPI,6744.17,38.71,4133.5,1,Cancelled,No,8,2.1,74.9,XpressBees,Weather,No
ORD009658,2025-03-19,2025-03-31,CUST02750,SELL0172,South,Toys,Credit Card,15342.26,16.95,12741.75,2,Delivered,Yes,12,4.4,67.1,Shopee Express,Weather,Yes
ORD009659,2024-08-29,2024-09-11,CUST04222,SELL0402,East,Sports,Credit Card,12584.34,15.36,10651.39,4,Delivered,No,13,2.1,8.8,Ecom Express,Logistics Issue,No
ORD009660,2025-05-09,2025-05-13,CUST02282,SELL0026,South,Beauty,UPI,11992.1,18.62,9759.17,4,Cancelled,No,4,4.7,91.6,XpressBees,Incorrect Address,Yes
ORD009661,2024-08-23,2024-09-03,CUST05091,SELL0234,West,Home,Debit Card,9673.14,21.47,7596.32,3,Delivered,Yes,11,2.3,40.0,Shopee Express,Logistics Issue,No
ORD009662,2025-09-11,2025-09-23,CUST00223,SELL0141,West,Beauty,UPI,9622.87,1.81,9448.7,3,Delivered,No,12,1.7,27.1,XpressBees,Incorrect Address,Yes
ORD009663,2025-06-07,2025-06-11,CUST05886,SELL0058,West,Toys,COD,7563.89,2.35,7386.14,4,Delivered,No,4,2.8,48.3,XpressBees,Incorrect Address,Yes
ORD009664,2024-11-04,2024-11-17,CUST01230,SELL0275,West,Beauty,UPI,8708.6,36.9,5495.13,1,Cancelled,No,13,3.4,34.9,Shopee Express,Logistics Issue,Yes
ORD009665,2025-06-01,2025-06-04,CUST01246,SELL0321,North,Sports,UPI,3745.82,8.1,3442.41,3,Delivered,No,3,2.5,58.8,BlueDart,Incorrect Address,No
ORD009666,2024-08-04,2024-08-18,CUST04326,SELL0121,East,Electronics,Wallet,2265.95,16.05,1902.27,4,Delivered,No,14,1.5,94.3,XpressBees,None,Yes
ORD009667,2024-09-13,2024-09-14,CUST05898,SELL0204,West,Groceries,COD,3046.01,28.22,2186.43,1,Delivered,No,1,3.1,65.2,Ecom Express,Logistics Issue,No
ORD009668,2024-09-04,2024-09-15,CUST02669,SELL0320,West,Home,Credit Card,1654.29,2.93,1605.82,1,Cancelled,No,11,3.0,25.2,XpressBees,Logistics Issue,Yes
ORD009669,2025-02-26,2025-03-08,CUST04748,SELL0447,West,Electronics,Credit Card,8003.2,9.68,7228.49,3,Returned,No,10,1.5,6.6,Delhivery,None,Yes
ORD009670,2025-01-11,2025-01-19,CUST04778,SELL0375,South,Fashion,COD,11447.64,17.37,9459.18,2,Delivered,No,8,2.3,46.0,XpressBees,High Demand,No
ORD009671,2025-02-19,2025-02-28,CUST03675,SELL0365,North,Beauty,Debit Card,13394.87,26.27,9876.04,2,Cancelled,No,9,2.5,56.8,XpressBees,None,No
ORD009672,2025-01-23,2025-01-31,CUST05994,SELL0034,South,Groceries,Wallet,18654.94,20.25,14877.31,4,Pending,No,8,5.0,54.2,Delhivery,None,Yes
ORD009673,2025-03-15,2025-03-20,CUST03121,SELL0462,North,Beauty,COD,19473.67,17.09,16145.62,4,Delivered,No,5,2.0,78.5,Shopee Express,Incorrect Address,Yes
ORD009674,2025-02-13,2025-02-16,CUST02700,SELL0166,East,Sports,Wallet,9180.0,12.63,8020.57,3,Delivered,No,3,3.6,4.5,XpressBees,Incorrect Address,Yes
ORD009675,2024-10-09,2024-10-16,CUST02669,SELL0048,West,Toys,Wallet,10018.35,41.36,5874.76,4,Delivered,No,7,1.1,51.0,Delhivery,High Demand,No
ORD009676,2025-07-14,2025-07-26,CUST04836,SELL0318,West,Sports,COD,1071.73,42.69,614.21,4,Delivered,No,12,4.5,74.6,Shopee Express,Logistics Issue,No
ORD009677,2025-01-10,2025-01-20,CUST00473,SELL0424,East,Beauty,Wallet,6472.32,30.32,4509.91,2,Shipped,Yes,10,3.2,4.2,BlueDart,Incorrect Address,No
ORD009678,2024-10-19,2024-10-25,CUST04783,SELL0170,South,Beauty,COD,5242.37,32.65,3530.74,4,Delivered,No,6,4.1,4.9,BlueDart,High Demand,No
ORD009679,2025-01-14,2025-01-21,CUST02995,SELL0367,East,Sports,COD,17243.7,19.18,13936.36,2,Delivered,No,7,2.0,9.8,BlueDart,Logistics Issue,No
ORD009680,2025-05-20,2025-05-28,CUST03724,SELL0128,West,Home,Credit Card,1367.23,2.19,1337.29,1,Delivered,No,8,3.6,87.5,BlueDart,Weather,No
ORD009681,2025-06-22,2025-07-04,CUST05068,SELL0087,East,Toys,UPI,3678.9,26.23,2713.92,2,Delivered,No,12,3.8,92.7,Shopee Express,None,Yes
ORD009682,2024-11-03,2024-11-15,CUST05795,SELL0129,North,Beauty,Wallet,15169.56,48.89,7753.16,4,Delivered,No,12,3.7,49.8,BlueDart,Logistics Issue,Yes
ORD009683,2025-02-02,2025-02-09,CUST00426,SELL0019,West,Groceries,Debit Card,12607.1,28.59,9002.73,3,Delivered,No,7,1.8,62.9,Shopee Express,High Demand,No
ORD009684,2025-08-26,2025-09-05,CUST05658,SELL0387,South,Home,COD,18058.04,39.62,10903.44,4,Delivered,No,10,3.0,59.5,Ecom Express,Incorrect Address,Yes
ORD009685,2025-05-15,2025-05-25,CUST01527,SELL0383,South,Home,UPI,10238.28,46.56,5471.34,1,Shipped,No,10,2.1,99.6,BlueDart,High Demand,Yes
ORD009686,2024-10-09,2024-10-22,CUST02930,SELL0083,East,Fashion,UPI,16887.4,19.66,13567.34,1,Cancelled,No,13,3.8,66.7,Ecom Express,None,Yes
ORD009687,2025-08-06,2025-08-20,CUST03539,SELL0072,East,Groceries,Debit Card,10161.09,25.43,7577.12,3,Delivered,Yes,14,2.6,95.3,XpressBees,Logistics Issue,No
ORD009688,2025-04-22,2025-04-30,CUST04335,SELL0499,North,Electronics,Credit Card,1536.14,0.96,1521.39,4,Cancelled,No,8,2.8,95.0,XpressBees,None,No
ORD009689,2025-01-30,2025-02-07,CUST01066,SELL0030,North,Home,Credit Card,5844.43,33.81,3868.43,1,Delivered,No,8,3.9,47.2,Delhivery,Weather,Yes
ORD009690,2024-10-21,2024-10-27,CUST01789,SELL0294,South,Home,COD,12291.05,27.86,8866.76,1,Delivered,Yes,6,4.1,23.4,BlueDart,Incorrect Address,No
ORD009691,2025-02-05,2025-02-09,CUST03743,SELL0121,West,Fashion,COD,14911.87,15.91,12539.39,4,Cancelled,No,4,2.6,29.2,BlueDart,None,Yes
ORD009692,2025-08-30,2025-09-01,CUST02172,SELL0283,East,Home,UPI,6858.0,13.85,5908.17,3,Delivered,No,2,2.3,99.3,Delhivery,None,Yes
ORD009693,2024-11-27,2024-12-10,CUST04036,SELL0019,North,Sports,COD,7090.35,34.4,4651.27,2,Delivered,No,13,4.1,34.7,BlueDart,None,No
ORD009694,2024-08-21,2024-08-22,CUST02015,SELL0497,East,Groceries,UPI,5767.23,28.24,4138.56,3,Cancelled,No,1,2.6,41.0,Delhivery,Weather,Yes
ORD009695,2025-01-31,2025-02-12,CUST05581,SELL0089,West,Toys,UPI,16883.38,39.17,10270.16,2,Delivered,No,12,2.3,72.0,BlueDart,High Demand,Yes
ORD009696,2024-10-24,2024-10-30,CUST04047,SELL0379,North,Toys,COD,7305.82,31.56,5000.1,4,Delivered,No,6,1.9,32.9,Delhivery,High Demand,No
ORD009697,2024-10-20,2024-10-22,CUST03637,SELL0438,East,Fashion,UPI,2626.78,14.72,2240.12,1,Cancelled,No,2,1.6,21.8,,Logistics Issue,Yes
ORD009698,2025-09-18,2025-10-02,CUST00914,SELL0102,West,Groceries,Wallet,7214.88,11.66,6373.62,4,Delivered,No,14,1.3,49.3,Delhivery,High Demand,Yes
ORD009699,2024-10-01,2024-10-14,CUST01668,SELL0188,South,Fashion,COD,210.09,46.38,112.65,1,Delivered,No,13,4.1,65.7,Delhivery,Logistics Issue,No
ORD009700,2025-01-27,2025-02-07,CUST00864,SELL0100,East,Beauty,UPI,-50.0,41.85,9965.56,4,Delivered,No,11,2.0,96.5,Delhivery,Weather,Yes
ORD009701,2025-02-19,2025-03-05,CUST04342,SELL0374,North,Sports,UPI,15028.57,11.79,13256.7,1,Delivered,No,14,1.6,98.6,Delhivery,Logistics Issue,Yes
ORD009702,2025-02-19,2025-03-04,CUST04712,SELL0432,East,Groceries,Credit Card,2193.44,43.3,1243.68,3,Delivered,Yes,13,1.7,33.4,,Logistics Issue,No
ORD009703,2024-09-16,2024-09-18,CUST05330,SELL0251,North,Electronics,Debit Card,13422.58,29.3,9489.76,1,Delivered,No,2,4.0,72.1,Delhivery,Incorrect Address,Yes
ORD009704,2025-03-01,2025-03-06,CUST00275,SELL0450,North,Fashion,UPI,19218.1,5.05,18247.59,3,Delivered,No,5,2.1,45.8,Delhivery,None,No
ORD009705,2025-03-08,2025-03-22,CUST00123,SELL0480,East,Home,UPI,15426.64,4.67,14706.22,3,Returned,No,14,4.5,46.6,Shopee Express,High Demand,Yes
ORD009706,2024-12-20,2024-12-27,CUST00784,SELL0122,Noth,Electronics,Wallet,17055.35,43.29,9672.09,3,Delivered,No,7,4.9,66.9,Ecom Express,Weather,Yes
ORD009707,2024-08-05,2024-08-12,CUST02497,SELL0446,East,Sports,Credit Card,5021.72,4.28,4806.79,4,Shipped,No,7,4.0,28.9,XpressBees,Weather,No
ORD009708,2025-06-30,2025-07-05,CUST04052,SELL0373,North,Electronics,Wallet,3951.31,40.8,2339.18,1,Delivered,Yes,5,4.7,36.5,BlueDart,None,Yes
ORD009709,2025-03-19,2025-03-21,CUST01782,SELL0155,South,Sports,Credit Card,500000.0,24.8,2830.87,3,Delivered,Yes,2,4.9,30.4,Shopee Express,Weather,No
ORD009710,2025-07-21,2025-07-23,CUST03094,SELL0019,East,Toys,Debit Card,10999.3,39.56,6647.98,1,Delivered,No,2,4.6,54.2,Ecom Express,None,Yes
ORD009711,2024-10-15,2024-10-24,CUST02046,SELL0422,West,Toys,Wallet,13373.35,42.33,7712.41,4,Delivered,No,9,4.6,58.3,Ecom Express,Weather,No
ORD009712,2025-08-18,2025-08-26,CUST04756,SELL0173,West,Beauty,Credit Card,2374.22,35.76,1525.2,2,Shipped,No,8,3.3,88.9,Ecom Express,High Demand,Yes
ORD009713,2024-08-09,2024-08-13,CUST02984,SELL0354,East,Beauty,UPI,552.7,10.68,493.67,4,Delivered,No,4,3.8,51.9,Delhivery,None,Yes
ORD009714,2025-08-06,2025-08-20,CUST03689,SELL0151,West,Home,Credit Card,3195.66,8.22,2932.98,1,Delivered,No,14,4.4,53.2,Ecom Express,Weather,No
ORD009715,2025-07-11,2025-07-22,CUST05624,SELL0085,West,Beauty,Debit Card,2534.52,28.18,1820.29,1,Delivered,No,11,1.9,84.7,,Weather,No
ORD009716,2024-09-21,2024-09-24,CUST04951,SELL0192,North,Fashion,UPI,13075.87,35.48,8436.55,4,Delivered,No,3,1.5,53.2,Shopee Express,Weather,Yes
ORD009717,2024-08-02,2024-08-09,CUST03247,SELL0344,North,Electronics,UPI,5042.4,24.14,3825.16,2,Delivered,No,7,2.6,91.9,Shopee Express,None,Yes
ORD009718,2024-12-24,2024-12-26,CUST04558,SELL0150,West,Groceries,Credit Card,6559.05,34.2,4315.85,3,Delivered,No,2,2.8,61.5,Delhivery,High Demand,Yes
ORD009719,2024-11-19,2024-11-21,CUST01010,SELL0242,North,Sports,Debit Card,5680.02,25.25,4245.81,1,Delivered,No,2,2.1,63.5,BlueDart,None,Yes
ORD009720,2024-12-22,2025-01-04,CUST03880,SELL0339,South,Fashion,Credit Card,15615.77,18.41,12740.91,3,Delivered,No,13,2.0,70.5,Delhivery,Logistics Issue,Yes
ORD009721,2024-08-18,2024-08-21,CUST01804,SELL0363,West,Home,Wallet,870.22,25.6,647.44,2,Delivered,No,3,2.7,90.5,Delhivery,Incorrect Address,Yes
ORD009722,2025-09-02,2025-09-09,CUST02448,SELL0099,North,Electronics,Wallet,4252.46,8.85,3876.12,2,Cancelled,No,7,2.0,46.3,Delhivery,High Demand,Yes
ORD009723,2025-05-20,2025-05-30,CUST03922,SELL0427,East,Toys,Debit Card,18208.04,15.23,15434.96,4,Delivered,No,10,4.2,52.3,Shopee Express,High Demand,No
ORD009724,2024-11-21,2024-11-29,CUST02226,SELL0016,East,Home,Debit Card,9783.89,49.24,4966.3,1,Cancelled,No,8,3.6,55.9,Ecom Express,Logistics Issue,No
ORD009725,2024-12-10,2024-12-18,CUST01212,SELL0410,North,Fashion,Credit Card,6877.81,15.29,5826.19,1,Delivered,No,8,3.8,17.2,XpressBees,Logistics Issue,No
